s,S,F,R,RT,congruent,OverallAcc
1,s1,A,r1,0.485,0,1
1,s2,A,r2,0.443,1,1
1,s1,A,r1,0.436,1,1
1,s1,A,r1,0.396,1,1
1,s1,A,r1,0.358,1,1
1,s1,A,r1,0.482,0,1
1,s1,A,r1,0.425,1,1
1,s2,A,r2,0.61,1,1
1,s2,A,r2,0.419,1,1
1,s1,A,r1,0.428,1,1
1,s2,A,r2,0.581,0,1
1,s2,A,r2,0.407,1,1
1,s1,A,r1,0.449,1,1
1,s1,A,r1,0.361,1,1
1,s1,A,r1,0.325,1,1
1,s2,A,r2,0.483,0,1
1,s1,A,r1,0.441,1,1
1,s1,A,r1,0.45,1,1
1,s2,A,r2,0.506,0,1
1,s1,A,r1,0.416,1,1
1,s2,A,r2,0.361,1,1
1,s2,A,r2,0.373,1,1
1,s2,A,r2,0.432,1,1
1,s1,A,r1,0.537,1,1
1,s2,A,r2,0.445,1,1
1,s1,A,r1,0.661,1,1
1,s1,A,r1,0.324,1,1
1,s2,A,r2,0.418,1,1
1,s2,A,r2,0.347,1,1
1,s2,A,r1,0.439,0,0
1,s1,A,r1,0.463,1,1
1,s2,A,r2,0.471,1,1
1,s1,A,r1,0.43,1,1
1,s2,A,r2,0.439,1,1
1,s2,A,r2,0.479,1,1
1,s2,A,r2,0.582,0,1
1,s2,A,r2,0.456,0,1
1,s2,A,r2,0.448,0,1
1,s1,A,r1,0.424,1,1
1,s1,A,r1,0.354,1,1
1,s2,A,r2,0.43,1,1
1,s1,A,r1,0.455,1,1
1,s1,A,r1,0.415,1,1
1,s2,A,r2,0.488,1,1
1,s2,A,r2,0.543,0,1
1,s1,A,r1,0.467,1,1
1,s2,A,r2,0.634,0,1
1,s1,A,r1,0.426,1,1
1,s1,A,r1,0.371,1,1
1,s1,A,r1,0.43,1,1
1,s2,A,r2,0.374,1,1
1,s2,A,r2,0.385,1,1
1,s2,A,r2,0.444,0,1
1,s1,A,r1,0.548,0,1
1,s2,A,r2,0.488,1,1
1,s1,A,r1,0.51,0,1
1,s2,A,r2,0.531,0,1
1,s1,A,r1,0.487,1,1
1,s1,A,r1,0.478,1,1
1,s1,A,r1,0.5,1,1
1,s1,A,r1,0.554,0,1
1,s2,A,r2,0.462,1,1
1,s1,A,r1,0.709,0,1
1,s1,A,r1,0.465,1,1
1,s2,A,r2,0.505,0,1
1,s2,A,r2,0.366,1,1
1,s2,A,r2,0.346,1,1
1,s1,A,r1,0.55,0,1
1,s2,A,r2,0.442,1,1
1,s2,A,r2,0.435,1,1
1,s2,A,r2,0.332,1,1
1,s1,A,r1,0.489,0,1
1,s2,A,r2,0.51,0,1
1,s1,A,r1,0.451,1,1
1,s2,A,r2,0.46,0,1
1,s1,A,r1,0.468,1,1
1,s2,A,r2,0.427,1,1
1,s2,A,r2,0.371,1,1
1,s2,A,r2,0.351,1,1
1,s2,A,r2,0.283,1,1
1,s1,A,r2,0.346,0,0
1,s2,A,r2,0.39,1,1
1,s1,A,r2,0.353,1,0
1,s2,A,r2,0.541,0,1
1,s2,A,r2,0.434,1,1
1,s1,A,r1,0.394,1,1
1,s1,A,r1,0.389,1,1
1,s1,A,r1,0.32,1,1
1,s2,A,r2,0.477,1,1
1,s1,A,r1,0.612,0,1
1,s1,A,r1,0.533,1,1
1,s1,A,r1,0.489,0,1
1,s2,A,r2,0.496,0,1
1,s2,A,r2,0.389,1,1
1,s1,A,r1,0.464,1,1
1,s1,A,r1,0.616,1,1
1,s1,A,r1,0.36,1,1
1,s2,A,r2,0.436,1,1
1,s2,A,r2,0.381,1,1
1,s2,A,r2,0.344,1,1
1,s2,A,r2,0.356,1,1
1,s2,A,r2,0.352,1,1
1,s2,A,r2,0.573,0,1
1,s2,A,r2,0.352,0,1
1,s2,A,r2,0.492,1,1
1,s1,A,r1,0.53,1,1
1,s1,A,r1,0.533,0,1
1,s2,A,r2,0.49,0,1
1,s1,A,r1,0.496,1,1
1,s2,A,r2,0.47,1,1
1,s1,A,r1,0.445,1,1
1,s1,A,r1,0.437,1,1
1,s2,A,r2,0.382,1,1
1,s2,A,r2,0.553,0,1
1,s1,A,r2,0.492,0,0
1,s2,A,r2,0.435,1,1
1,s1,A,r1,0.46,1,1
1,s1,A,r1,0.451,1,1
1,s2,A,r2,0.555,1,1
1,s1,A,r1,0.415,1,1
1,s2,A,r2,0.456,1,1
1,s1,A,r1,0.384,1,1
1,s1,A,r1,0.363,1,1
1,s2,A,r2,0.502,1,1
1,s2,A,r2,0.604,0,1
1,s2,A,r2,0.349,1,1
1,s1,A,r1,0.554,1,1
1,s2,A,r2,0.413,1,1
1,s1,A,r1,0.439,1,1
1,s1,A,r1,0.384,1,1
1,s1,A,r1,0.346,1,1
1,s2,A,r2,0.439,1,1
1,s1,A,r1,0.464,1,1
1,s1,A,r1,0.327,1,1
1,s2,A,r2,0.404,1,1
1,s2,A,r2,0.35,1,1
1,s1,A,r1,0.538,0,1
1,s2,A,r2,0.447,1,1
1,s1,A,r1,0.439,1,1
1,s1,A,r1,0.48,0,1
1,s1,A,r1,0.374,1,1
1,s1,A,r1,0.37,1,1
1,s1,A,r1,0.316,1,1
1,s1,A,r1,0.426,0,1
1,s2,A,r2,0.419,1,1
1,s2,A,r2,0.348,1,1
1,s2,A,r2,0.377,1,1
1,s1,A,r1,0.5,0,1
1,s2,A,r2,0.425,1,1
1,s2,A,r2,0.546,1,1
1,s1,A,r1,0.454,1,1
1,s1,A,r1,0.414,0,1
1,s2,A,r2,0.455,1,1
1,s2,A,r2,0.59,0,1
1,s1,A,r1,0.384,1,1
1,s2,A,r2,0.538,0,1
1,s2,A,r2,0.366,1,1
1,s1,A,r1,0.41,1,1
1,s2,A,r2,0.468,1,1
1,s2,A,r2,0.347,1,1
1,s2,A,r2,0.359,1,1
1,s1,A,r1,0.435,1,1
1,s2,A,r2,0.428,1,1
1,s1,A,r1,0.404,1,1
1,s2,A,r2,0.382,1,1
1,s1,A,r1,0.425,1,1
1,s1,A,r1,0.434,1,1
1,s1,A,r1,0.347,1,1
1,s2,A,r2,0.471,0,1
1,s2,A,r2,0.398,1,1
1,s2,A,r2,0.361,1,1
1,s2,A,r2,0.516,0,1
1,s2,A,r2,0.408,1,1
1,s2,A,r2,0.546,0,1
1,s2,A,r2,0.405,1,1
1,s2,A,r2,0.48,0,1
1,s2,A,r2,0.374,0,1
1,s2,A,r2,0.338,1,1
1,s1,A,r2,0.335,1,0
1,s1,A,r1,0.476,1,1
1,s1,A,r1,0.403,1,1
1,s2,A,r2,0.429,1,1
1,s2,A,r1,0.389,1,0
1,s1,A,r1,0.528,1,1
1,s2,A,r2,0.613,1,1
1,s1,A,r1,0.597,1,1
1,s2,A,r2,0.471,1,1
1,s1,A,r1,0.59,0,1
1,s1,A,r1,0.4,1,1
1,s1,A,r1,0.426,1,1
1,s1,A,r1,0.563,0,1
1,s1,A,r1,0.422,0,1
1,s1,A,r1,0.368,1,1
1,s1,A,r1,0.427,1,1
1,s2,A,r2,0.34,1,1
1,s2,A,r2,0.385,1,1
1,s2,A,r2,0.38,1,1
1,s1,A,r1,0.487,0,1
1,s1,A,r1,0.429,1,1
1,s2,A,r2,0.438,1,1
1,s2,A,r2,0.511,0,1
1,s1,A,r1,0.547,0,1
1,s1,A,r1,0.471,1,1
1,s2,A,r2,0.478,0,1
1,s2,A,r2,0.42,1,1
1,s2,A,r2,0.398,1,1
1,s2,A,r2,0.472,0,1
1,s2,A,r2,0.383,1,1
1,s2,A,r2,0.346,1,1
1,s1,A,r1,0.487,0,1
1,s1,A,r1,0.413,1,1
1,s2,A,r2,0.471,1,1
1,s1,A,r1,0.686,0,1
1,s2,A,r2,0.396,1,1
1,s2,A,r2,0.39,1,1
1,s1,A,r1,0.465,0,1
1,s1,A,r1,0.472,1,1
1,s2,A,r1,0.335,1,0
1,s1,A,r1,0.444,1,1
1,s1,A,r1,0.404,1,1
1,s1,A,r1,0.399,1,1
1,s2,A,r2,0.457,1,1
1,s2,A,r2,0.368,1,1
1,s2,A,r2,0.623,0,1
1,s2,A,r2,0.368,1,1
1,s1,A,r1,0.427,1,1
1,s1,A,r1,0.5,0,1
1,s1,A,r1,0.425,0,1
1,s1,A,r1,0.434,1,1
1,s1,A,r1,0.347,1,1
1,s2,A,r2,0.407,1,1
1,s2,A,r2,0.593,0,1
1,s1,A,r1,0.418,1,1
1,s1,A,r1,0.379,1,1
1,s2,A,r2,0.422,1,1
1,s1,A,r1,0.448,1,1
1,s2,A,r1,0.44,0,0
1,s1,A,r1,0.433,1,1
1,s2,A,r2,0.393,1,1
1,s1,A,r1,0.563,0,1
1,s1,A,r1,0.438,1,1
1,s1,A,r1,0.367,1,1
1,s1,A,r1,0.379,1,1
1,s1,A,r1,0.326,1,1
1,s1,A,r1,0.451,0,1
1,s2,A,r2,0.427,1,1
1,s2,A,r2,0.404,1,1
1,s2,A,r2,0.35,1,1
1,s2,A,r2,0.363,1,1
1,s2,A,r2,0.31,1,1
1,s1,A,r1,0.452,1,1
1,s2,A,r2,0.46,1,1
1,s1,A,r1,0.563,1,1
1,s1,A,r1,0.422,1,1
1,s2,A,r2,0.56,0,1
1,s2,A,r2,0.386,1,1
1,s2,A,r2,0.621,0,1
1,s1,A,r1,0.525,0,1
1,s1,A,r1,0.466,1,1
1,s2,A,r2,0.537,0,1
1,s1,A,r1,0.461,1,1
1,s1,A,r1,0.533,0,1
1,s2,A,r2,0.537,0,1
1,s1,A,r1,0.589,0,1
1,s2,A,r2,0.479,1,1
1,s2,A,r2,0.581,0,1
1,s1,A,r1,0.504,1,1
1,s1,A,r1,0.397,1,1
1,s1,A,r1,0.408,1,1
1,s2,A,r2,0.578,0,1
1,s2,A,r2,0.356,1,1
1,s1,A,r1,0.496,1,1
1,s2,A,r2,0.438,1,1
1,s2,A,r2,0.415,1,1
1,s2,A,r2,0.36,1,1
1,s2,A,r2,0.5,0,1
1,s1,A,r1,0.506,1,1
1,s2,A,r2,0.672,0,1
1,s1,A,r1,0.462,1,1
1,s2,A,r2,0.405,1,1
1,s2,A,r2,0.383,1,1
1,s1,A,r1,0.426,1,1
1,s2,A,r2,0.467,0,1
1,s1,A,r1,0.441,1,1
1,s2,A,r2,0.402,1,1
1,s2,A,r2,0.348,1,1
1,s2,A,r2,0.377,1,1
1,s1,A,r1,0.5,0,1
1,s2,A,r2,0.553,0,1
1,s1,A,r1,0.477,0,1
1,s2,A,r2,0.468,1,1
1,s1,A,r1,0.491,1,1
1,s2,A,r2,0.401,1,1
1,s1,A,r1,0.444,0,1
1,s1,A,r1,0.532,1,1
1,s2,A,r2,0.376,1,1
1,s2,A,r2,0.371,1,1
1,s1,A,r1,0.414,1,1
1,s2,A,r2,0.391,1,1
1,s2,A,r2,0.434,1,1
1,s1,A,r1,0.411,1,1
1,s1,A,r1,0.372,1,1
1,s2,A,r2,0.432,1,1
1,s1,A,r2,0.313,1,0
1,s2,A,r2,0.422,1,1
1,s1,A,r1,0.447,1,1
1,s1,A,r1,0.503,0,1
1,s1,A,r1,0.413,1,1
1,s2,A,r2,0.422,1,1
1,s1,A,r1,0.432,1,1
1,s2,A,r2,0.409,1,1
1,s2,A,r2,0.419,1,1
1,s1,A,r1,0.444,1,1
1,s1,A,r1,0.371,1,1
1,s2,A,r2,0.512,0,1
1,s2,A,r2,0.388,1,1
1,s1,A,r1,0.575,1,1
1,s1,A,r1,0.514,0,1
1,s2,A,r2,0.455,0,1
1,s1,A,r1,0.479,0,1
1,s1,A,r1,0.485,0,1
1,s2,A,r2,0.444,1,1
1,s2,A,r2,0.388,1,1
10,s2,A,r2,0.547,1,1
10,s2,A,r2,0.374,1,1
10,s1,A,r1,0.498,1,1
10,s2,A,r2,0.424,1,1
10,s2,A,r2,0.497,1,1
10,s2,A,r2,0.342,1,1
10,s2,A,r2,0.467,0,1
10,s1,A,r1,0.41,1,1
10,s2,A,r2,0.5,0,1
10,s2,A,r2,0.41,1,1
10,s2,A,r2,0.387,1,1
10,s1,A,r1,0.414,1,1
10,s2,A,r2,0.471,0,1
10,s1,A,r1,0.479,1,1
10,s1,A,r1,0.469,0,1
10,s2,A,r2,0.476,0,1
10,s1,A,r1,0.484,1,1
10,s1,A,r1,0.442,1,1
10,s1,A,r1,0.419,1,1
10,s1,A,r1,0.428,1,1
10,s1,A,r1,0.501,0,1
10,s1,A,r1,0.459,0,1
10,s1,A,r1,0.419,1,1
10,s1,A,r1,0.428,1,1
10,s2,A,r2,0.469,1,1
10,s2,A,r2,0.364,0,1
10,s2,A,r2,0.44,1,1
10,s2,A,r2,0.449,1,1
10,s2,A,r2,0.377,1,1
10,s2,A,r2,0.404,0,1
10,s2,A,r2,0.414,1,1
10,s2,A,r2,0.471,1,1
10,s1,A,r1,0.559,0,1
10,s2,A,r2,0.53,1,1
10,s2,A,r2,0.454,1,1
10,s1,A,r1,0.494,1,1
10,s1,A,r2,0.483,0,0
10,s2,A,r2,0.586,0,1
10,s1,A,r1,0.604,1,1
10,s2,A,r2,0.462,1,1
10,s2,A,r2,0.565,1,1
10,s1,A,r1,0.44,1,1
10,s1,A,r1,0.48,0,1
10,s2,A,r2,0.439,1,1
10,s1,A,r1,0.544,1,1
10,s1,A,r1,0.419,1,1
10,s2,A,r2,0.445,1,1
10,s1,A,r1,0.453,1,1
10,s1,A,r1,0.429,1,1
10,s1,A,r1,0.518,1,1
10,s1,A,r1,0.507,0,1
10,s1,A,r1,0.352,1,1
10,s1,A,r1,0.477,1,1
10,s2,A,r2,0.451,1,1
10,s2,A,r2,0.443,0,1
10,s1,A,r1,0.388,1,1
10,s1,A,r1,0.463,1,1
10,s2,A,r2,0.486,1,1
10,s2,A,r2,0.493,1,1
10,s1,A,r1,0.499,1,1
10,s1,A,r1,0.393,1,1
10,s2,A,r2,0.484,0,1
10,s1,A,r1,0.554,1,1
10,s2,A,r2,0.509,1,1
10,s2,A,r2,0.467,1,1
10,s1,A,r1,0.458,1,1
10,s2,A,r2,0.45,1,1
10,s2,A,r2,0.682,0,1
10,s2,A,r2,0.52,0,1
10,s2,A,r2,0.413,1,1
10,s2,A,r2,0.407,1,1
10,s2,A,r2,0.417,1,1
10,s2,A,r2,0.426,1,1
10,s2,A,r2,0.451,1,1
10,s2,A,r2,0.475,1,1
10,s1,A,r1,0.466,1,1
10,s1,A,r1,0.586,0,1
10,s1,A,r1,0.396,1,1
10,s2,A,r2,0.55,1,1
10,s2,A,r2,0.49,1,1
10,s2,A,r2,0.448,1,1
10,s1,A,r1,0.52,1,1
10,s1,A,r1,0.525,0,1
10,s1,A,r1,0.45,1,1
10,s1,A,r1,0.442,1,1
10,s2,A,r2,0.451,1,1
10,s1,A,r1,0.395,1,1
10,s2,A,r2,0.565,1,1
10,s2,A,r2,0.68,0,1
10,s2,A,r2,0.534,1,1
10,s1,A,r1,0.586,1,1
10,s2,A,r2,0.508,0,1
10,s1,A,r1,0.513,1,1
10,s1,A,r1,0.582,1,1
10,s1,A,r1,0.441,1,1
10,s1,A,r1,0.561,0,1
10,s1,A,r1,0.42,1,1
10,s1,A,r1,0.446,1,1
10,s1,A,r1,0.406,1,1
10,s2,A,r2,0.463,1,1
10,s2,A,r2,0.613,1,1
10,s1,A,r2,0.837,1,0
10,s1,A,r1,0.637,1,1
10,s1,A,r1,0.445,1,1
10,s1,A,r1,0.389,1,1
10,s2,A,r2,0.512,0,1
10,s1,A,r1,0.437,1,1
10,s1,A,r1,0.509,1,1
10,s1,A,r1,0.691,0,1
10,s1,A,r1,0.385,1,1
10,s1,A,r1,0.428,0,1
10,s1,A,r1,0.437,1,1
10,s2,A,r2,0.445,1,1
10,s1,A,r1,0.533,0,1
10,s2,A,r2,0.586,1,1
10,s1,A,r1,0.46,1,1
10,s2,A,r2,0.451,1,1
10,s2,A,r2,0.491,0,1
10,s1,A,r1,0.482,1,1
10,s2,A,r2,0.456,1,1
10,s1,A,r1,0.528,1,1
10,s2,A,r2,0.885,1,1
10,s2,A,r2,0.522,1,1
10,s1,A,r1,0.591,0,1
10,s1,A,r1,0.495,1,1
10,s2,A,r2,0.438,1,1
10,s1,A,r1,0.43,1,1
10,s2,A,r2,0.439,1,1
10,s2,A,r2,0.431,1,1
10,s2,A,r2,0.44,1,1
10,s1,A,r1,0.529,1,1
10,s2,A,r2,0.517,0,1
10,s1,A,r1,0.538,1,1
10,s2,A,r2,0.447,1,1
10,s1,A,r1,0.535,1,1
10,s2,A,r2,0.523,0,1
10,s1,A,r1,0.464,1,1
10,s1,A,r1,0.455,1,1
10,s2,A,r2,0.415,1,1
10,s1,A,r1,0.489,1,1
10,s2,A,r2,0.479,0,1
10,s1,A,r1,0.47,1,1
10,s2,A,r2,0.461,1,1
10,s2,A,r2,0.468,0,1
10,s1,A,r1,0.428,1,1
10,s1,A,r1,0.468,1,1
10,s2,A,r2,0.46,1,1
10,s2,A,r2,0.356,1,1
10,s1,A,r1,0.4,1,1
10,s2,A,r2,0.426,1,1
10,s1,A,r1,0.692,0,1
10,s2,A,r2,0.433,1,1
10,s2,A,r2,0.682,1,1
10,s1,A,r1,0.424,1,1
10,s2,A,r2,0.736,0,1
10,s1,A,r1,0.556,0,1
10,s1,A,r1,0.512,0,1
10,s2,A,r2,0.533,1,1
10,s2,A,r2,0.537,1,1
10,s1,A,r1,0.574,0,1
10,s2,A,r2,0.48,1,1
10,s2,A,r2,0.519,1,1
10,s2,A,r2,0.476,1,1
10,s1,A,r1,0.611,1,1
10,s1,A,r1,0.516,1,1
10,s2,A,r2,0.505,1,1
10,s2,A,r2,0.623,0,1
10,s1,A,r1,0.512,1,1
10,s2,A,r2,0.613,0,1
10,s1,A,r1,0.486,0,1
10,s2,A,r2,0.444,1,1
10,s2,A,r2,0.612,1,1
10,s2,A,r2,0.389,1,1
10,s2,A,r2,0.624,0,1
10,s1,A,r1,0.512,1,1
10,s1,A,r1,0.693,1,1
10,s2,A,r2,0.547,0,1
10,s1,A,r1,0.502,0,1
10,s1,A,r1,0.508,1,1
10,s1,A,r1,0.418,1,1
10,s2,A,r2,0.459,1,1
10,s1,A,r1,0.53,0,1
10,s2,A,r2,0.471,1,1
10,s1,A,r1,0.526,0,1
10,s2,A,r2,0.515,1,1
10,s1,A,r1,0.44,1,1
10,s2,A,r2,0.625,1,1
10,s2,A,r2,0.562,1,1
10,s2,A,r2,0.548,1,1
10,s2,A,r2,0.392,1,1
10,s2,A,r2,0.562,1,1
10,s1,A,r1,0.421,0,1
10,s2,A,r2,0.559,1,1
10,s1,A,r1,0.418,1,1
10,s1,A,r1,0.508,1,1
10,s1,A,r1,0.642,0,1
10,s2,A,r2,0.946,0,1
10,s1,A,r1,0.564,0,1
10,s2,A,r2,0.471,1,1
10,s2,A,r2,0.478,1,1
10,s1,A,r1,0.479,0,1
10,s1,A,r1,0.422,1,1
10,s1,A,r1,0.479,1,1
10,s2,A,r2,0.39,1,1
10,s1,A,r1,0.625,0,1
10,s1,A,r1,0.753,1,1
10,s2,A,r2,0.365,1,1
10,s2,A,r2,0.471,1,1
10,s2,A,r2,0.43,1,1
10,s1,A,r1,0.439,1,1
10,s1,A,r1,0.368,1,1
10,s1,A,r1,0.363,1,1
10,s1,A,r1,0.407,1,1
10,s2,A,r2,0.417,1,1
10,s2,A,r2,0.363,1,1
10,s1,A,r1,0.438,1,1
10,s1,A,r1,0.495,1,1
10,s1,A,r1,0.469,1,1
10,s1,A,r1,0.396,1,1
10,s2,A,r2,0.39,1,1
10,s2,A,r2,0.433,0,1
10,s1,A,r1,0.57,0,1
10,s1,A,r1,0.381,1,1
10,s1,A,r1,0.376,1,1
10,s2,A,r2,0.499,1,1
10,s1,A,r1,0.425,1,1
10,s1,A,r1,0.418,1,1
10,s1,A,r1,0.363,1,1
10,s1,A,r1,0.375,1,1
10,s1,A,r1,0.403,0,1
10,s2,A,r2,0.317,1,1
10,s2,A,r2,0.347,1,1
10,s2,A,r2,0.391,1,1
10,s1,A,r1,0.482,1,1
10,s2,A,r2,0.553,0,1
10,s1,A,r1,0.475,1,1
10,s2,A,r2,0.562,1,1
10,s2,A,r2,0.485,1,1
10,s2,A,r2,0.428,1,1
10,s2,A,r2,0.421,1,1
10,s1,A,r1,0.51,0,1
10,s1,A,r1,0.419,1,1
10,s1,A,r1,0.397,1,1
10,s2,A,r2,0.471,0,1
10,s1,A,r1,0.414,1,1
10,s2,A,r2,0.472,1,1
10,s1,A,r1,0.447,0,1
10,s2,A,r2,0.359,1,1
10,s1,A,r1,0.483,1,1
10,s2,A,r2,0.474,1,1
10,s1,A,r1,0.433,1,1
10,s2,A,r2,0.698,1,1
10,s1,A,r1,0.439,1,1
10,s2,A,r2,0.432,1,1
10,s1,A,r1,0.44,1,1
10,s2,A,r2,0.625,1,1
10,s2,A,r2,0.466,0,1
10,s2,A,r2,0.393,1,1
10,s1,A,r1,0.436,1,1
10,s1,A,r1,0.349,1,1
10,s2,A,r2,0.377,1,1
10,s1,A,r1,0.42,1,1
10,s1,A,r1,0.397,1,1
10,s2,A,r2,0.408,1,1
10,s2,A,r2,0.353,1,1
10,s2,A,r2,0.381,1,1
10,s1,A,r1,0.424,1,1
10,s2,A,r2,0.433,1,1
10,s1,A,r1,0.426,1,1
10,s1,A,r1,0.419,1,1
10,s1,A,r1,0.396,1,1
10,s2,A,r2,0.535,0,1
10,s2,A,r2,0.427,0,1
10,s2,A,r2,0.372,1,1
10,s2,A,r2,0.447,1,1
10,s1,A,r1,0.391,1,1
10,s2,A,r2,0.497,1,1
10,s2,A,r2,0.567,0,1
10,s1,A,r2,0.522,0,0
10,s2,A,r2,0.511,1,1
10,s2,A,r2,0.452,1,1
10,s1,A,r1,0.508,0,1
10,s2,A,r2,0.449,1,1
10,s2,A,r2,0.409,1,1
10,s1,A,r1,0.5,1,1
10,s2,A,r2,0.713,0,1
10,s1,A,r1,0.438,1,1
10,s1,A,r1,0.51,1,1
10,s2,A,r2,0.452,1,1
10,s1,A,r1,0.428,1,1
10,s2,A,r2,0.612,0,1
10,s1,A,r1,0.485,1,1
10,s2,A,r2,0.508,1,1
10,s2,A,r2,0.528,1,1
10,s1,A,r1,0.437,1,1
10,s2,A,r2,0.541,1,1
10,s1,A,r1,0.45,1,1
10,s1,A,r1,0.618,0,1
10,s2,A,r2,0.507,1,1
10,s2,A,r2,0.704,1,1
10,s2,A,r2,0.493,1,1
10,s1,A,r1,0.531,0,1
10,s1,A,r1,0.488,0,1
10,s1,A,r1,0.558,1,1
10,s2,A,r2,0.578,0,1
10,s1,A,r1,0.404,1,1
10,s2,A,r2,0.414,1,1
10,s2,A,r2,0.504,1,1
10,s2,A,r2,0.413,1,1
10,s1,A,r1,0.487,0,1
10,s2,A,r2,0.509,0,1
10,s1,A,r1,0.451,1,1
10,s2,A,r2,0.619,1,1
10,s1,A,r1,0.428,1,1
10,s2,A,r2,0.453,1,1
10,s2,A,r2,0.413,1,1
10,s1,A,r1,0.454,1,1
10,s2,A,r2,0.509,0,1
10,s1,A,r1,0.482,0,1
10,s2,A,r2,0.425,1,1
10,s1,A,r1,0.45,1,1
10,s2,A,r2,0.65,1,1
10,s2,A,r2,0.521,0,1
10,s2,A,r2,0.415,1,1
10,s2,A,r2,0.456,0,1
10,s2,A,r2,0.416,1,1
10,s2,A,r2,0.393,1,1
10,s1,A,r1,0.452,1,1
10,s2,A,r2,0.444,1,1
10,s2,A,r2,0.452,1,1
10,s1,A,r1,0.476,1,1
10,s1,A,r1,0.515,0,1
10,s1,A,r1,0.424,1,1
10,s1,A,r1,0.449,1,1
10,s1,A,r1,0.473,1,1
10,s1,A,r1,0.433,0,1
10,s1,A,r1,0.441,1,1
10,s1,A,r1,0.466,0,1
10,s1,A,r1,0.473,1,1
10,s2,A,r2,0.481,0,1
10,s2,A,r2,0.455,0,1
10,s1,A,r1,0.623,1,1
10,s1,A,r1,0.48,0,1
10,s2,A,r2,0.503,1,1
10,s1,A,r1,0.54,1,1
10,s2,A,r2,0.513,1,1
10,s1,A,r1,0.518,1,1
10,s2,A,r2,0.458,1,1
10,s2,A,r2,0.514,0,1
10,s1,A,r1,0.583,1,1
10,s2,A,r2,0.457,1,1
10,s2,A,r2,0.433,1,1
10,s1,A,r1,0.586,1,1
10,s1,A,r1,0.508,1,1
10,s2,A,r2,0.434,1,1
10,s2,A,r2,0.395,1,1
10,s2,A,r2,0.405,1,1
10,s2,A,r2,0.526,1,1
10,s1,A,r1,0.451,1,1
10,s1,A,r1,0.475,1,1
10,s2,A,r2,0.659,1,1
10,s2,A,r2,0.466,0,1
10,s1,A,r1,0.569,1,1
10,s1,A,r1,0.428,1,1
10,s1,A,r1,0.405,1,1
10,s1,A,r1,0.575,1,1
10,s2,A,r2,0.482,1,1
10,s2,A,r2,0.424,1,1
10,s2,A,r2,0.706,0,1
10,s2,A,r2,0.463,1,1
10,s2,A,r2,0.518,0,1
10,s1,A,r1,0.491,1,1
10,s1,A,r1,0.45,0,1
10,s1,A,r1,0.458,1,1
10,s2,A,r2,0.529,0,1
10,s2,A,r2,0.532,0,1
10,s1,A,r1,0.601,1,1
10,s1,A,r1,0.458,1,1
10,s2,A,r2,0.626,0,1
10,s1,A,r1,0.643,0,1
10,s1,A,r1,0.595,1,1
10,s1,A,r1,0.964,1,1
10,s1,A,r1,0.518,0,1
10,s1,A,r1,0.427,1,1
10,s1,A,r1,0.452,1,1
10,s2,A,r2,0.54,0,1
10,s1,A,r1,0.48,1,1
10,s1,A,r1,0.487,1,1
10,s2,A,r2,0.525,0,1
10,s2,A,r2,0.658,1,1
10,s1,A,r1,0.513,1,1
10,s1,A,r1,0.486,1,1
10,s2,A,r2,0.588,1,1
10,s1,A,r1,0.543,1,1
10,s2,A,r2,0.499,1,1
10,s2,A,r2,0.489,1,1
10,s1,A,r1,0.527,1,1
10,s1,A,r1,0.5,1,1
10,s1,A,r1,0.474,1,1
10,s1,A,r1,0.496,1,1
10,s1,A,r1,0.51,1,1
10,s1,A,r1,0.404,1,1
10,s1,A,r1,0.606,0,1
10,s2,A,r2,0.543,1,1
10,s1,A,r1,0.451,1,1
10,s2,A,r2,0.731,0,1
10,s2,A,r2,0.55,0,1
10,s2,A,r2,0.458,1,1
10,s2,A,r2,0.546,0,1
10,s2,A,r2,0.486,1,1
10,s2,A,r2,0.46,1,1
10,s1,A,r1,0.436,0,1
10,s2,A,r2,0.46,1,1
10,s2,A,r2,0.5,0,1
10,s1,A,r1,0.537,0,1
10,s2,A,r2,0.51,1,1
10,s1,A,r1,0.5,1,1
10,s2,A,r2,0.504,1,1
10,s1,A,r1,0.542,1,1
10,s1,A,r1,0.467,1,1
10,s2,A,r2,0.458,1,1
10,s2,A,r2,0.418,1,1
10,s2,A,r2,0.443,1,1
10,s1,A,r1,0.707,0,1
10,s1,A,r1,0.416,0,1
10,s2,A,r2,0.473,1,1
10,s1,A,r1,0.928,1,1
10,s1,A,r1,0.531,1,1
10,s2,A,r2,0.456,1,1
10,s1,A,r1,0.512,1,1
10,s2,A,r2,0.533,0,1
10,s1,A,r1,0.601,1,1
10,s1,A,r1,0.475,0,1
10,s1,A,r1,0.514,1,1
10,s2,A,r2,0.535,1,1
10,s2,A,r2,0.459,1,1
10,s1,A,r1,0.499,1,1
10,s2,A,r2,0.825,1,1
10,s1,A,r1,0.497,1,1
10,s2,A,r2,0.535,1,1
10,s1,A,r1,0.635,1,1
10,s1,A,r1,0.491,1,1
10,s1,A,r1,0.53,1,1
10,s2,A,r2,0.598,1,1
10,s2,A,r2,0.424,0,1
10,s1,A,r1,0.529,1,1
10,s2,A,r2,0.5,1,1
10,s1,A,r1,0.538,1,1
10,s2,A,r2,0.463,1,1
10,s2,A,r2,0.454,1,1
10,s2,A,r2,0.462,1,1
10,s2,A,r2,0.421,1,1
10,s2,A,r2,0.511,1,1
